2024-07-08 14:01:15 - Could not detect default configuration classes for test class [com.wifi.WifiApplicationTests]: WifiApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-07-08 14:01:15 - Found @SpringBootConfiguration com.wifi.WifiApplication for test class com.wifi.WifiApplicationTests
2024-07-08 14:01:15 - Starting WifiApplicationTests using Java 17.0.11 with PID 15408 (started by WT in E:\IdeaProjects\wifi)
2024-07-08 14:01:15 - No active profile set, falling back to 1 default profile: "default"
2024-07-08 14:01:16 - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-07-08 14:01:16 - Finished Spring Data repository scanning in 36 ms. Found 1 JPA repository interface.
2024-07-08 14:01:16 - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-07-08 14:01:16 - HHH000412: Hibernate ORM core version 6.4.9.Final
2024-07-08 14:01:16 - HHH000026: Second-level cache disabled
2024-07-08 14:01:16 - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-07-08 14:01:16 - HikariPool-1 - Starting...
2024-07-08 14:01:17 - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4bf8b77
2024-07-08 14:01:17 - HikariPool-1 - Start completed.
2024-07-08 14:01:17 - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-07-08 14:01:18 - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-07-08 14:01:18 - 

Using generated security password: 4dba784e-fee2-48dc-8a7f-b608d4d25df1

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-07-08 14:01:18 - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@78a0d664, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1237aa73, org.springframework.security.web.context.SecurityContextHolderFilter@45689582, org.springframework.security.web.header.HeaderWriterFilter@174aabb2, org.springframework.web.filter.CorsFilter@1dbb9a4a, org.springframework.security.web.authentication.logout.LogoutFilter@20040c6e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@12a7515b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4199761d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@60e5b3a8, org.springframework.security.web.access.ExceptionTranslationFilter@38dc1c50, org.springframework.security.web.access.intercept.AuthorizationFilter@5cdf61d]
2024-07-08 14:01:18 - Started WifiApplicationTests in 3.58 seconds (process running for 4.469)
2024-07-08 14:01:19 - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-07-08 14:01:19 - HikariPool-1 - Shutdown initiated...
2024-07-08 14:01:19 - HikariPool-1 - Shutdown completed.
2024-07-08 14:25:50 - Could not detect default configuration classes for test class [com.wifi.WifiApplicationTests]: WifiApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-07-08 14:25:50 - Found @SpringBootConfiguration com.wifi.WifiApplication for test class com.wifi.WifiApplicationTests
2024-07-08 14:25:51 - Starting WifiApplicationTests using Java 17.0.11 with PID 17936 (started by WT in E:\IdeaProjects\wifi)
2024-07-08 14:25:51 - No active profile set, falling back to 1 default profile: "default"
2024-07-08 14:25:51 - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-07-08 14:25:51 - Finished Spring Data repository scanning in 42 ms. Found 1 JPA repository interface.
2024-07-08 14:25:52 - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-07-08 14:25:52 - HHH000412: Hibernate ORM core version 6.4.9.Final
2024-07-08 14:25:52 - HHH000026: Second-level cache disabled
2024-07-08 14:25:52 - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-07-08 14:25:52 - HikariPool-1 - Starting...
2024-07-08 14:25:53 - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@410382cb
2024-07-08 14:25:53 - HikariPool-1 - Start completed.
2024-07-08 14:25:53 - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-07-08 14:25:53 - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-07-08 14:25:54 - 

Using generated security password: 2ebd39e4-9f8d-4dc0-8375-62d9ea5d373a

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-07-08 14:25:54 - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@73d7e7aa, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@349686e8, org.springframework.security.web.context.SecurityContextHolderFilter@186e254, org.springframework.security.web.header.HeaderWriterFilter@135f160e, org.springframework.web.filter.CorsFilter@5c3e7128, org.springframework.security.web.authentication.logout.LogoutFilter@3a5c6009, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@39ee07a9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@77f95e19, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5ce03a9d, org.springframework.security.web.access.ExceptionTranslationFilter@25630ede, org.springframework.security.web.access.intercept.AuthorizationFilter@48861d1]
2024-07-08 14:25:54 - Started WifiApplicationTests in 3.586 seconds (process running for 4.529)
2024-07-08 14:25:55 - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-07-08 14:25:55 - HikariPool-1 - Shutdown initiated...
2024-07-08 14:25:55 - HikariPool-1 - Shutdown completed.
2024-07-08 14:44:38 - Could not detect default configuration classes for test class [com.wifi.WifiApplicationTests]: WifiApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2024-07-08 14:44:38 - Found @SpringBootConfiguration com.wifi.WifiApplication for test class com.wifi.WifiApplicationTests
2024-07-08 14:44:38 - Starting WifiApplicationTests using Java 17.0.11 with PID 21264 (started by WT in E:\IdeaProjects\wifi)
2024-07-08 14:44:38 - No active profile set, falling back to 1 default profile: "default"
2024-07-08 14:44:39 - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-07-08 14:44:39 - Finished Spring Data repository scanning in 40 ms. Found 1 JPA repository interface.
2024-07-08 14:44:39 - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-07-08 14:44:39 - HHH000412: Hibernate ORM core version 6.4.9.Final
2024-07-08 14:44:39 - HHH000026: Second-level cache disabled
2024-07-08 14:44:39 - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-07-08 14:44:39 - HikariPool-1 - Starting...
2024-07-08 14:44:44 - HikariPool-1 - Exception during pool initialization.
java.sql.SQLException: null,  message from server: "Host '218.249.50.154' is not allowed to connect to this MySQL server"
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:129)
	at org.junit.jupiter.engine.descriptor.ClassBasedTestDescriptor.executeAndMaskThrowable(ClassBasedTestDescriptor.java:383)
	at org.junit.jupiter.engine.descriptor.ClassBasedTestDescriptor.lambda$invokeTestInstancePostProcessors$11(ClassBasedTestDescriptor.java:378)
	at java.base/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:197)
	at java.base/java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:179)
	at java.base/java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1625)
	at java.base/java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509)
	at java.base/java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499)
	at java.base/java.util.stream.StreamSpliterators$WrappingSpliterator.forEachRemaining(StreamSpliterators.java:310)
	at java.base/java.util.stream.Streams$ConcatSpliterator.forEachRemaining(Streams.java:735)
	at java.base/java.util.stream.Streams$ConcatSpliterator.forEachRemaining(Streams.java:734)
	at java.base/java.util.stream.ReferencePipeline$Head.forEach(ReferencePipeline.java:762)
	at org.junit.jupiter.engine.descriptor.ClassBasedTestDescriptor.invokeTestInstancePostProcessors(ClassBasedTestDescriptor.java:377)
	at org.junit.jupiter.engine.descriptor.ClassBasedTestDescriptor.lambda$instantiateAndPostProcessTestInstance$6(ClassBasedTestDescriptor.java:290)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.jupiter.engine.descriptor.ClassBasedTestDescriptor.instantiateAndPostProcessTestInstance(ClassBasedTestDescriptor.java:289)
	at org.junit.jupiter.engine.descriptor.ClassBasedTestDescriptor.lambda$testInstancesProvider$4(ClassBasedTestDescriptor.java:279)
	at java.base/java.util.Optional.orElseGet(Optional.java:364)
	at org.junit.jupiter.engine.descriptor.ClassBasedTestDescriptor.lambda$testInstancesProvider$5(ClassBasedTestDescriptor.java:278)
	at org.junit.jupiter.engine.execution.TestInstancesProvider.getTestInstances(TestInstancesProvider.java:31)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.lambda$prepare$0(TestMethodTestDescriptor.java:106)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.prepare(TestMethodTestDescriptor.java:105)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.prepare(TestMethodTestDescriptor.java:69)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$prepare$2(NodeTestTask.java:123)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.prepare(NodeTestTask.java:123)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:90)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1511)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:155)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:141)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:139)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:138)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:95)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1511)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:155)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:141)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:139)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:138)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:95)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.submit(SameThreadHierarchicalTestExecutorService.java:35)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestExecutor.execute(HierarchicalTestExecutor.java:57)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestEngine.execute(HierarchicalTestEngine.java:54)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:198)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:169)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:93)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.lambda$execute$0(EngineExecutionOrchestrator.java:58)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.withInterceptedStreams(EngineExecutionOrchestrator.java:141)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:57)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:103)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:85)
	at org.junit.platform.launcher.core.DelegatingLauncher.execute(DelegatingLauncher.java:47)
	at org.apache.maven.surefire.junitplatform.LazyLauncher.execute(LazyLauncher.java:56)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.execute(JUnitPlatformProvider.java:184)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invokeAllTests(JUnitPlatformProvider.java:148)
	at org.apache.maven.surefire.junitplatform.JUnitPlatformProvider.invoke(JUnitPlatformProvider.java:122)
	at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:385)
	at org.apache.maven.surefire.booter.ForkedBooter.execute(ForkedBooter.java:162)
	at org.apache.maven.surefire.booter.ForkedBooter.run(ForkedBooter.java:507)
	at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:495)
2024-07-08 14:44:44 - HHH000342: Could not obtain connection to query metadata
java.lang.NullPointerException: Cannot invoke "org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(java.sql.SQLException, String)" because the return value of "org.hibernate.resource.transaction.backend.jdbc.internal.JdbcIsolationDelegate.sqlExceptionHelper()" is null
	at org.hibernate.resource.transaction.backend.jdbc.internal.JdbcIsolationDelegate.delegateWork(JdbcIsolationDelegate.java:116)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator.getJdbcEnvironmentUsingJdbcMetadata(JdbcEnvironmentInitiator.java:276)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator.initiateService(JdbcEnvironmentInitiator.java:107)
	at org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator.initiateService(JdbcEnvironmentInitiator.java:68)
	at org.hibernate.boot.registry.internal.StandardServiceRegistryImpl.initiateService(StandardServiceRegistryImpl.java:130)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.createService(AbstractServiceRegistryImpl.java:263)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.initializeService(AbstractServiceRegistryImpl.java:238)
	at org.hibernate.service.internal.AbstractServiceRegistryImpl.getService(AbstractServiceRegistryImpl.java:215)
	at org.hibernate.boot.model.relational.Database.<init>(Database.java:45)
	at org.hibernate.boot.internal.InFlightMetadataCollectorImpl.getDatabase(InFlightMetadataCollectorImpl.java:223)
	at org.hibernate.boot.internal.InFlightMetadataCollectorImpl.<init>(InFlightMetadataCollectorImpl.java:191)
